timestamps,consumption,wind_generation,fossil_generation,prices,year
2021-01-03 23:00:00,20965.0976019999,8017.25,7526.083333333333,12.722042847781616,2021
2021-01-04 00:00:00,22881.884847,4343.0,9253.083333333334,31.13452614597785,2021
2021-01-04 01:00:00,25730.6449999999,3996.1666666666665,11526.916666666666,35.2511290021023,2021
2021-01-04 02:00:00,26062.1693199999,3970.0,12233.083333333334,37.12804465518044,2021
2021-01-04 03:00:00,25620.2725999999,3811.5,12109.166666666666,41.76565092223171,2021
2021-01-04 04:00:00,24909.3431159999,3636.8333333333335,11812.25,39.22656442974058,2021
2021-01-04 05:00:00,23932.681352,3314.8333333333335,11253.166666666666,33.105000134516374,2021
2021-01-04 06:00:00,22546.497917,3244.3333333333335,10849.833333333334,30.628577899817035,2021
2021-01-04 07:00:00,21165.221206,3111.1666666666665,9743.166666666666,28.257446510330443,2021
2021-01-04 08:00:00,20239.953202,2961.0,9205.083333333334,30.318248645894908,2021
2021-01-04 09:00:00,19707.936107,3051.0833333333335,8862.083333333334,29.18186304829908,2021
2021-01-04 10:00:00,19391.489147,2986.3333333333335,8752.083333333334,28.46042218794664,2021
2021-01-04 11:00:00,19396.5859189999,3091.3333333333335,8612.666666666666,27.709730708391177,2021
2021-01-04 12:00:00,19989.646081,2945.0833333333335,9018.166666666666,27.859417162036365,2021
2021-01-04 13:00:00,21315.72793,3216.1666666666665,9886.5,29.460961205100784,2021
2021-01-04 14:00:00,23372.02941,3788.25,10369.583333333334,33.097480572884315,2021
2021-01-04 15:00:00,24513.930061,5129.833333333333,10299.333333333334,35.90637195691068,2021
2021-01-04 16:00:00,24823.500655,8833.5,8560.25,28.089992394611706,2021
2021-01-04 17:00:00,24092.0378199999,11420.25,6912.166666666667,24.04054339547737,2021
2021-01-04 18:00:00,23643.589461,11686.5,6836.833333333333,21.591989447925695,2021
2021-01-04 19:00:00,23434.964576,11316.166666666666,6691.5,27.495842069656288,2021
2021-01-04 20:00:00,23327.059918,11442.083333333334,6342.333333333333,24.127078451144634,2021
2021-01-04 21:00:00,23275.9793599999,12392.416666666666,6218.416666666667,17.942942277682885,2021
2021-01-04 22:00:00,23353.151094,12579.583333333334,6390.583333333333,15.487858469642182,2021
2021-01-04 23:00:00,23864.782221,10564.666666666666,7577.666666666667,17.14722495980995,2021
2021-01-05 00:00:00,25096.79924,6702.083333333333,9431.666666666666,29.88879866095804,2021
2021-01-05 01:00:00,27433.76548,5626.25,11334.333333333334,31.182391151576297,2021
2021-01-05 02:00:00,27650.15853,5740.083333333333,11551.25,30.817085203919603,2021
2021-01-05 03:00:00,27024.7985199999,5666.083333333333,11164.666666666666,32.59611799066795,2021
2021-01-05 04:00:00,26093.74111,5767.5,10694.0,30.344286547497088,2021
2021-01-05 05:00:00,24985.50594,5505.0,10039.833333333334,29.00110538419551,2021
2021-01-05 06:00:00,23510.873455,5063.333333333333,9483.0,29.02211024943584,2021
2021-01-05 07:00:00,22109.371455,4532.416666666667,9077.25,26.096323733661787,2021
2021-01-05 08:00:00,21217.559303,4263.166666666667,8402.0,25.943460542312305,2021
2021-01-05 09:00:00,20543.138399,4463.916666666667,7732.083333333333,24.567645542849668,2021
2021-01-05 10:00:00,20130.09134,5011.666666666667,6895.666666666667,20.832322289317272,2021
2021-01-05 11:00:00,20077.896815,4974.833333333333,7006.416666666667,21.166469187754227,2021
2021-01-05 12:00:00,20662.280452,5180.166666666667,7368.166666666667,23.35359809601333,2021
2021-01-05 13:00:00,21959.9520439999,5779.583333333333,7807.166666666667,23.76880428637636,2021
2021-01-05 14:00:00,23914.76424,5966.416666666667,9069.166666666666,29.21320131325506,2021
2021-01-05 15:00:00,25372.126059,6565.0,9846.083333333334,32.281144281029256,2021
2021-01-05 16:00:00,25391.2801669999,9772.333333333334,8694.916666666666,27.62480707571607,2021
2021-01-05 17:00:00,24340.906301,11854.0,6994.75,20.983504008458073,2021
2021-01-05 18:00:00,23115.51123,12795.583333333334,6443.75,10.232820302953169,2021
2021-01-05 19:00:00,22206.4224049999,12630.416666666666,6301.333333333333,9.771591288695626,2021
2021-01-05 20:00:00,21808.304796,12388.416666666666,6325.833333333333,3.3293045208961787,2021
2021-01-05 21:00:00,22035.819474,12381.25,6387.583333333333,1.3637704276352205,2021
2021-01-05 22:00:00,22732.8806089999,11404.583333333334,6934.166666666667,19.885014339212265,2021
2021-01-05 23:00:00,23904.201509,8690.5,8787.333333333334,26.44828694355663,2021
2021-01-06 00:00:00,25149.785202,5009.666666666667,11537.666666666666,35.35044549906082,2021
2021-01-06 01:00:00,27515.157766,3992.0,14126.333333333334,38.81367450868868,2021
2021-01-06 02:00:00,27810.3507899999,4057.75,14483.75,34.86449261548992,2021
2021-01-06 03:00:00,27291.604924,4233.583333333333,14060.25,44.06747249928783,2021
2021-01-06 04:00:00,26463.6892549999,4100.833333333333,13467.75,43.18411609584049,2021
2021-01-06 05:00:00,25413.292991,3735.8333333333335,12837.75,34.38983776390168,2021
2021-01-06 06:00:00,23960.498417,3465.6666666666665,12198.666666666666,31.08100819903889,2021
2021-01-06 07:00:00,22349.158466,3499.8333333333335,11015.0,29.206629923578472,2021
2021-01-06 08:00:00,21346.604129,3398.8333333333335,10145.5,30.052731054109323,2021
2021-01-06 09:00:00,20742.799858,3190.9166666666665,9547.583333333334,31.017452547729537,2021
2021-01-06 10:00:00,20403.485239,3133.3333333333335,9278.666666666666,29.974994972985183,2021
2021-01-06 11:00:00,20361.40346,3227.1666666666665,9186.083333333334,29.57085992444884,2021
2021-01-06 12:00:00,20959.98783,3248.8333333333335,9565.5,31.117167154884193,2021
2021-01-06 13:00:00,22422.200611,3255.25,10293.916666666666,34.76675156673208,2021
2021-01-06 14:00:00,24496.165431,3566.1666666666665,11556.5,37.47996036477556,2021
2021-01-06 15:00:00,25924.633948,4789.75,12219.25,43.55654260198495,2021
2021-01-06 16:00:00,26024.441908,8266.75,10437.583333333334,26.448136425557234,2021
2021-01-06 17:00:00,25307.893518,10552.083333333334,8428.916666666666,25.663871245706144,2021
2021-01-06 18:00:00,24441.908125,10889.833333333334,7763.416666666667,25.764920326975776,2021
2021-01-06 19:00:00,23824.91959,11305.416666666666,6979.333333333333,23.033254672565505,2021
2021-01-06 20:00:00,23803.7654,11336.666666666666,6733.666666666667,25.234040904549015,2021
2021-01-06 21:00:00,23906.856736,10639.916666666666,7234.083333333333,27.398230407302258,2021
2021-01-06 22:00:00,23996.743475,10253.333333333334,7843.75,27.773073633262875,2021
2021-01-06 23:00:00,24240.2416649999,8656.25,8621.916666666666,23.1772453437933,2021
2021-01-07 00:00:00,25354.944356,5850.333333333333,10654.916666666666,33.39596498002546,2021
2021-01-07 01:00:00,27681.879022,5123.916666666667,13005.0,36.44301929771425,2021
2021-01-07 02:00:00,27934.25703,5168.583333333333,12734.083333333334,32.04513085922332,2021
2021-01-07 03:00:00,27246.1740999999,4631.25,12539.75,34.887570198847854,2021
2021-01-07 04:00:00,26452.3689099999,4222.0,12337.333333333334,41.5772612752308,2021
2021-01-07 05:00:00,25445.84292,3837.75,11855.5,41.875060322211624,2021
2021-01-07 06:00:00,23874.257773,3690.25,11161.416666666666,31.86063013683674,2021
2021-01-07 07:00:00,22328.2688859999,3712.75,10257.5,28.449362189205335,2021
2021-01-07 08:00:00,21334.498805,3636.5833333333335,9491.166666666666,27.447824195188552,2021
2021-01-07 09:00:00,20604.950229,3553.9166666666665,8942.75,26.81941152448968,2021
2021-01-07 10:00:00,20244.42165,3383.0,8928.916666666666,27.464233562756647,2021
2021-01-07 11:00:00,20400.58409,3212.0833333333335,9168.833333333334,27.643478490354433,2021
2021-01-07 12:00:00,20967.500598,3079.9166666666665,9681.166666666666,29.13254620308092,2021
2021-01-07 13:00:00,22307.130507,2873.3333333333335,10617.416666666666,32.30357859040265,2021
2021-01-07 14:00:00,24366.5759029999,3114.0833333333335,12074.666666666666,39.98299764497981,2021
2021-01-07 15:00:00,25761.0266649999,4206.583333333333,12358.166666666666,36.2803035755406,2021
2021-01-07 16:00:00,26012.5381269999,6386.25,11275.833333333334,33.70788438557186,2021
2021-01-07 17:00:00,25239.943397,7879.666666666667,10317.75,35.37465273393747,2021
2021-01-07 18:00:00,24352.355737,9017.5,9582.583333333334,24.618241464530367,2021
2021-01-07 19:00:00,23729.502875,9557.166666666666,8803.083333333334,25.36447192668628,2021
2021-01-07 20:00:00,23278.306037,9678.916666666666,8385.083333333334,23.98871459235321,2021
2021-01-07 21:00:00,22901.382104,9484.75,8375.583333333334,23.35841164272985,2021
2021-01-07 22:00:00,23130.304846,9172.25,8211.25,21.853171621927935,2021
2021-01-07 23:00:00,24005.956488,7153.583333333333,9479.083333333334,25.726620671553853,2021
2021-01-08 00:00:00,25302.8107529999,4433.5,11734.583333333334,34.88969000119209,2021
2021-01-08 01:00:00,27663.75451,3886.1666666666665,13843.333333333334,41.37827861825523,2021
2021-01-08 02:00:00,27944.46723,3758.4166666666665,14167.166666666666,40.069069150488176,2021
2021-01-08 03:00:00,27346.14024,3674.1666666666665,14108.416666666666,44.2811141436056,2021
2021-01-08 04:00:00,26632.15496,3446.1666666666665,13375.166666666666,52.56897908752235,2021
2021-01-08 05:00:00,25602.08868,3201.9166666666665,12352.416666666666,46.73704918948099,2021
2021-01-08 06:00:00,24083.473291,3015.0833333333335,12073.25,35.96555509343126,2021
2021-01-08 07:00:00,22561.146944,2902.9166666666665,11374.416666666666,30.17315934891769,2021
2021-01-08 08:00:00,21493.55594,2846.1666666666665,10873.5,30.08329711120025,2021
2021-01-08 09:00:00,20835.124295,2814.4166666666665,10275.666666666666,29.170880986092634,2021
2021-01-08 10:00:00,20431.0998679999,2686.9166666666665,10063.0,29.1573312133498,2021
2021-01-08 11:00:00,20356.550684,2613.4166666666665,10057.5,29.970102316172284,2021
2021-01-08 12:00:00,20852.245109,2625.8333333333335,10134.416666666666,31.76744997892517,2021
2021-01-08 13:00:00,22190.0700789999,2576.5,10792.0,34.89770203583992,2021
2021-01-08 14:00:00,24199.78002,3396.8333333333335,11425.166666666666,33.38903590867085,2021
2021-01-08 15:00:00,25651.40264,5090.166666666667,11254.75,29.425282676512367,2021
2021-01-08 16:00:00,25946.46986,7428.75,10485.666666666666,30.896307271812717,2021
2021-01-08 17:00:00,25212.760513,9443.583333333334,9500.5,26.807044413075264,2021
2021-01-08 18:00:00,24252.765069,10514.0,8492.833333333334,22.59370726650872,2021
2021-01-08 19:00:00,23491.8548109999,10129.333333333334,7972.916666666667,24.10416595444458,2021
2021-01-08 20:00:00,22940.34687,10188.833333333334,7588.333333333333,21.6516986073338,2021
2021-01-08 21:00:00,22725.578336,10946.666666666666,7574.833333333333,17.287219136719,2021
2021-01-08 22:00:00,22812.0685299999,11807.416666666666,7554.5,12.17923606990254,2021
2021-01-08 23:00:00,23453.857726,11276.583333333334,8645.333333333334,13.214625946636264,2021
2021-01-09 00:00:00,24786.063517,7663.916666666667,9870.833333333334,21.66058413732568,2021
2021-01-09 01:00:00,26935.7859809999,6308.75,11176.5,25.32099370085685,2021
2021-01-09 02:00:00,27307.69487,5816.25,11698.5,31.234577828672048,2021
2021-01-09 03:00:00,26775.8430429999,5434.25,12140.0,48.348268310495584,2021
2021-01-09 04:00:00,26112.1918779999,4853.166666666667,12078.5,42.767777939058334,2021
2021-01-09 05:00:00,25215.7343879999,4093.25,11940.916666666666,51.02979441986561,2021
2021-01-09 06:00:00,23881.211129,3887.6666666666665,11873.25,34.200637316049075,2021
2021-01-09 07:00:00,22403.673696,3941.75,10850.75,28.8813891393703,2021
2021-01-09 08:00:00,21386.787099,3937.8333333333335,9898.666666666666,26.652886964263217,2021
2021-01-09 09:00:00,20600.209561,4064.1666666666665,9059.75,27.8239995684253,2021
2021-01-09 10:00:00,20267.219967,4110.916666666667,8699.0,29.275841548183088,2021
2021-01-09 11:00:00,20084.638487,4443.333333333333,8573.916666666666,28.05708308090812,2021
2021-01-09 12:00:00,20309.259542,4674.25,8441.25,26.19563424776464,2021
2021-01-09 13:00:00,21042.74858,4574.333333333333,8407.833333333334,26.49036111991278,2021
2021-01-09 14:00:00,22155.874191,3976.3333333333335,9091.333333333334,43.79551263485596,2021
2021-01-09 15:00:00,22843.7735819999,4304.5,9446.833333333334,52.9489110351147,2021
2021-01-09 16:00:00,22657.966485,7717.166666666667,8342.666666666666,26.034686950289085,2021
2021-01-09 17:00:00,22020.227353,9919.583333333334,6363.083333333333,24.689856647253432,2021
2021-01-09 18:00:00,21140.779519,11146.833333333334,5552.0,21.276638836997225,2021
2021-01-09 19:00:00,20279.660875,11769.333333333334,5051.583333333333,19.25832015769823,2021
2021-01-09 20:00:00,19958.285128,11949.5,5156.5,18.13046912297605,2021
2021-01-09 21:00:00,19874.30878,12348.583333333334,5261.0,15.25765941023735,2021
2021-01-09 22:00:00,20292.83673,11667.833333333334,5594.166666666667,17.306347796754107,2021
2021-01-09 23:00:00,21490.717115,9805.0,6684.916666666667,22.68107143897868,2021
2021-01-10 00:00:00,23132.7302209999,5218.833333333333,8830.916666666666,48.314169839003455,2021
2021-01-10 01:00:00,25591.42387,3502.1666666666665,11429.416666666666,39.5142314583991,2021
2021-01-10 02:00:00,26104.7778,3588.9166666666665,12425.166666666666,35.04394300834082,2021
2021-01-10 03:00:00,25722.79972,3432.1666666666665,12683.0,34.30865543247068,2021
2021-01-10 04:00:00,25213.550552,3286.8333333333335,12451.0,38.89525769051798,2021
2021-01-10 05:00:00,24344.87329,3203.0833333333335,11764.833333333334,41.62114379285313,2021
2021-01-10 06:00:00,23113.810048,3001.25,11310.5,35.86227814455243,2021
2021-01-10 07:00:00,21845.650087,3037.8333333333335,10533.916666666666,27.776956278844473,2021
2021-01-10 08:00:00,21033.148213,2789.6666666666665,10364.5,27.350533290989237,2021
2021-01-10 09:00:00,20319.081224,2695.5833333333335,9811.5,27.907915300194983,2021
2021-01-10 10:00:00,19885.717698,2561.6666666666665,9092.916666666666,29.405981649034057,2021
2021-01-10 11:00:00,19726.938168,2538.8333333333335,8828.833333333334,30.171466939584494,2021
2021-01-10 12:00:00,19841.697848,2577.0833333333335,8823.25,30.467249240006197,2021
2021-01-10 13:00:00,20273.527491,2701.1666666666665,8849.416666666666,32.22283557130116,2021
2021-01-10 14:00:00,21072.87499,2701.8333333333335,9102.333333333334,39.54116258911773,2021
2021-01-10 15:00:00,21452.473287,3573.4166666666665,8755.833333333334,35.497323629784525,2021
2021-01-10 16:00:00,21233.040108,7931.333333333333,6940.666666666667,18.511290284664895,2021
2021-01-10 17:00:00,20627.956895,10328.666666666666,5799.083333333333,21.20011855856206,2021
2021-01-10 18:00:00,19991.441285,10475.75,5165.166666666667,23.83266121853811,2021
2021-01-10 19:00:00,19672.033213,10226.583333333334,5079.166666666667,24.522012155861113,2021
2021-01-10 20:00:00,19763.130435,10928.0,5007.166666666667,20.680796385234764,2021
2021-01-10 21:00:00,19635.5183379999,11547.583333333334,5043.5,17.796485850654193,2021
2021-01-10 22:00:00,20082.1671609999,10836.75,5252.666666666667,19.734965209075785,2021
2021-01-10 23:00:00,21252.56718,7933.583333333333,6710.166666666667,27.498932800709586,2021
2021-01-11 00:00:00,22963.440993,4247.5,9566.666666666666,37.13057393998464,2021
2021-01-11 01:00:00,25593.97885,3242.0833333333335,11774.583333333334,36.23292584092998,2021
2021-01-11 02:00:00,25971.47404,3622.8333333333335,11795.833333333334,33.73130046771588,2021
2021-01-11 03:00:00,25510.15896,3691.0,11587.5,32.43373421581396,2021
2021-01-11 04:00:00,24907.398727,3229.0833333333335,11847.833333333334,44.79785570384036,2021
2021-01-11 05:00:00,24068.144882,2846.8333333333335,11625.333333333334,36.24897881308179,2021
2021-01-11 06:00:00,22696.333982,2442.9166666666665,11094.666666666666,31.700168489736743,2021
2021-01-11 07:00:00,21320.711849,2299.3333333333335,10444.25,27.005303381063616,2021
2021-01-11 08:00:00,20447.073072,2320.75,10178.25,27.550718449452248,2021
2021-01-11 09:00:00,19863.997139,2445.3333333333335,10084.666666666666,26.84563561372352,2021
2021-01-11 10:00:00,19654.143729,2504.0,9928.583333333334,26.46217766330716,2021
2021-01-11 11:00:00,19742.543091,2655.25,9803.583333333334,26.770021506524703,2021
2021-01-11 12:00:00,20509.9976499999,2513.0833333333335,10056.166666666666,27.606006523546476,2021
2021-01-11 13:00:00,22039.865789,2669.8333333333335,10607.083333333334,28.83772506283716,2021
2021-01-11 14:00:00,24318.829745,3185.6666666666665,11703.083333333334,31.020415067574465,2021
2021-01-11 15:00:00,25992.699401,4485.333333333333,12155.333333333334,33.8085339462161,2021
2021-01-11 16:00:00,26046.035393,8187.916666666667,10779.916666666666,27.914263464757195,2021
2021-01-11 17:00:00,24886.048141,10642.333333333334,8560.916666666666,23.39425854856933,2021
2021-01-11 18:00:00,23760.197105,10947.333333333334,7910.583333333333,17.82565405275813,2021
2021-01-11 19:00:00,22882.3059169999,11374.25,7647.166666666667,15.441857283577749,2021
2021-01-11 20:00:00,22265.0630269999,11645.083333333334,7344.833333333333,14.578344713555586,2021
2021-01-11 21:00:00,22154.5351329999,11451.75,7317.833333333333,11.326846378532991,2021
2021-01-11 22:00:00,22606.601628,10812.0,7725.666666666667,18.832762843222792,2021
2021-01-11 23:00:00,23630.314803,8719.666666666666,8961.75,22.872508890179972,2021
2021-01-12 00:00:00,24968.809714,4847.5,11286.166666666666,31.52718319659619,2021
2021-01-12 01:00:00,27452.3650499999,3644.3333333333335,13617.166666666666,38.508936193017846,2021
2021-01-12 02:00:00,27721.26763,3611.5833333333335,13961.583333333334,36.15786232780042,2021
2021-01-12 03:00:00,27070.3946599999,3775.0833333333335,13291.666666666666,40.62759924674731,2021
2021-01-12 04:00:00,26220.84236,3750.9166666666665,12786.833333333334,39.89186870821353,2021
2021-01-12 05:00:00,25225.41479,3560.25,11974.833333333334,33.76802584391157,2021
2021-01-12 06:00:00,23692.298243,3401.75,11184.833333333334,32.98406809652934,2021
2021-01-12 07:00:00,22235.928359,3181.5,10448.75,27.858135283824573,2021
2021-01-12 08:00:00,21357.346768,2804.5833333333335,10108.5,27.462700056083,2021
2021-01-12 09:00:00,20708.726305,2658.0833333333335,9789.333333333334,26.6516021887722,2021
2021-01-12 10:00:00,20373.850507,2599.4166666666665,9657.25,26.89138276727169,2021
2021-01-12 11:00:00,20337.6765519999,2550.4166666666665,9670.333333333334,26.58767714421895,2021
2021-01-12 12:00:00,20932.339107,2442.9166666666665,10079.416666666666,26.864673332942797,2021
2021-01-12 13:00:00,22339.970976,2485.0833333333335,10881.75,31.24573174529312,2021
2021-01-12 14:00:00,24513.8725199999,2771.5,11683.583333333334,32.33081558183049,2021
2021-01-12 15:00:00,25812.704591,4036.75,11984.416666666666,32.97812211417515,2021
2021-01-12 16:00:00,26063.475646,7776.583333333333,10271.083333333334,26.49188290432062,2021
2021-01-12 17:00:00,25605.10474,9885.333333333334,8890.333333333334,24.84294801437047,2021
2021-01-12 18:00:00,25006.981643,9911.25,8476.166666666666,23.86688979101191,2021
2021-01-12 19:00:00,24494.823155,9388.583333333334,8204.333333333334,25.990444920005203,2021
2021-01-12 20:00:00,24137.162957,9179.25,8141.75,27.2649969807101,2021
2021-01-12 21:00:00,24056.731153,8094.666666666667,8561.75,39.620416321217874,2021
2021-01-12 22:00:00,24354.633261,6822.583333333333,9524.833333333334,94.56198939839668,2021
2021-01-12 23:00:00,24983.852698,5969.25,10912.083333333334,37.12224223224551,2021
2021-01-13 00:00:00,25551.492779,3902.4166666666665,12749.666666666666,31.605986688060465,2021
2021-01-13 01:00:00,27650.33223,3523.1666666666665,14116.0,35.19610575127335,2021
2021-01-13 02:00:00,27714.94313,3695.25,14199.0,33.369422210473864,2021
2021-01-13 03:00:00,26983.346718,4057.9166666666665,13645.583333333334,34.06761721614044,2021
2021-01-13 04:00:00,26090.209466,3862.75,13047.583333333334,33.999087882039575,2021
2021-01-13 05:00:00,24983.739381,3556.8333333333335,12455.833333333334,30.065742370984307,2021
2021-01-13 06:00:00,23496.257466,3678.75,10884.25,25.38025661924657,2021
2021-01-13 07:00:00,22029.2379479999,3448.5,10188.666666666666,23.5608721846064,2021
2021-01-13 08:00:00,21219.701659,2981.9166666666665,9537.416666666666,30.559961628791207,2021
2021-01-13 09:00:00,20533.100059,2621.4166666666665,9670.0,30.22054557244713,2021
2021-01-13 10:00:00,20191.546428,2679.3333333333335,8997.916666666666,27.66335030214187,2021
2021-01-13 11:00:00,20198.145448,2845.3333333333335,8945.25,27.56383634567447,2021
2021-01-13 12:00:00,20729.0310939999,2806.9166666666665,9482.416666666666,30.24523532652717,2021
2021-01-13 13:00:00,22112.091318,2832.0,10432.0,33.665109486791074,2021
2021-01-13 14:00:00,24152.248669,3454.5,11303.416666666666,34.92087874452764,2021
2021-01-13 15:00:00,25413.5126899999,4888.833333333333,11468.25,33.34879955609203,2021
2021-01-13 16:00:00,25489.1016299999,8141.75,9984.333333333334,28.48043281653362,2021
2021-01-13 17:00:00,24408.170647,9753.833333333334,8261.666666666666,23.587409858959713,2021
2021-01-13 18:00:00,23158.126576,10142.166666666666,7595.416666666667,18.087390022436715,2021
2021-01-13 19:00:00,22650.705909,10358.416666666666,7136.416666666667,11.887025137512088,2021
2021-01-13 20:00:00,22250.046992,10407.0,6877.833333333333,4.735546559001876,2021
2021-01-13 21:00:00,22167.644525,10293.25,6845.666666666667,0.595274267321536,2021
2021-01-13 22:00:00,22677.639827,9927.166666666666,7047.25,0.3423044808911735,2021
2021-01-13 23:00:00,23439.594998,8765.166666666666,8174.166666666667,16.40480673214801,2021
2021-01-14 00:00:00,24710.504111,5870.833333333333,10004.25,29.360276339489992,2021
2021-01-14 01:00:00,26835.9876,3593.25,12440.833333333334,44.10781081184647,2021
2021-01-14 02:00:00,27112.1195029999,4970.0,12603.166666666666,42.773236500478134,2021
2021-01-14 03:00:00,26458.2445709999,4827.583333333333,12430.916666666666,36.430812270774624,2021
2021-01-14 04:00:00,25757.418423,4737.833333333333,11809.75,31.47345675077571,2021
2021-01-14 05:00:00,24632.357163,4640.583333333333,11108.416666666666,29.572631411512425,2021
2021-01-14 06:00:00,23126.639231,4169.75,10049.333333333334,29.210638343002103,2021
2021-01-14 07:00:00,21834.803559,3731.3333333333335,9284.666666666666,26.437932194673895,2021
