timestamps,prices,consumption,temperature,radiation_direct_horizontal,radiation_diffuse_horizontal
01-01-18 00:00,45.82,22.98,5.946,0,0
01-01-18 01:00,44.16,21.81,5.951,0,0
01-01-18 02:00,42.24,20.76,5.963,0,0
01-01-18 03:00,39.29,19.97,5.974,0,0
01-01-18 04:00,36,19.49,6.063,0,0
01-01-18 05:00,41.99,19.84,6.083,0,0
01-01-18 06:00,42.25,21.1,5.99,0,0
01-01-18 07:00,44.97,22.1,5.901,0.4022,4.1944
01-01-18 08:00,45,22.4,6.507,4.3417,42.0063
01-01-18 09:00,44.94,23.59,7.542,14.7166,100.0285
01-01-18 10:00,45.02,24.37,8.413,34.6841,151.198
01-01-18 11:00,45.71,24.96,8.895,61.7838,181.0485
01-01-18 12:00,46.7,25.06,9.219,78.5545,184.8456
01-01-18 13:00,43.98,23.9,9.368,77.8518,167.808
01-01-18 14:00,44.96,23.49,9.169,53.7126,132.1194
01-01-18 15:00,47.53,23.76,8.34,23.2119,77.8363
01-01-18 16:00,49.91,25.24,6.744,2.2967,14.3312
01-01-18 17:00,54.3,29.1,5.746,0.0001,0.0009
01-01-18 18:00,51.91,30.35,5.29,0,0
01-01-18 19:00,51.38,30.97,5.032,0,0
01-01-18 20:00,49.2,30.34,5.033,0,0
01-01-18 21:00,45.73,28.82,5.065,0,0
01-01-18 22:00,44.84,26.54,5.045,0,0
01-01-18 23:00,38.11,24.05,4.952,0,0
02-01-18 00:00,19.19,21.98,4.931,0,0
02-01-18 01:00,14.99,20.53,5.105,0,0
02-01-18 02:00,11,19.73,5.296,0,0
02-01-18 03:00,10,19.54,5.076,0,0
02-01-18 04:00,11.83,20.08,4.758,0,0
02-01-18 05:00,14.99,21.69,4.609,0,0
02-01-18 06:00,40.6,25.76,4.54,0,0
02-01-18 07:00,46.99,30.79,4.476,0.1291,2.7068
02-01-18 08:00,47.95,34.07,4.921,5.1418,42.7184
02-01-18 09:00,49.9,35.36,6.387,39.5078,109.3039
02-01-18 10:00,50,35.21,7.871,108.6144,141.5894
02-01-18 11:00,49.7,34.77,8.944,168.1522,147.7838
02-01-18 12:00,48.16,33.48,9.645,192.2828,142.6116
02-01-18 13:00,47.24,32.77,9.936,175.696,129.6473
02-01-18 14:00,46.1,33.6,9.711,121.7606,108.8508
02-01-18 15:00,47.6,34.5,8.585,46.7301,73.3989
02-01-18 16:00,50.45,36.15,6.576,3.864,15.168
02-01-18 17:00,54.9,39.38,5.526,0.0001,0.0011
02-01-18 18:00,57.18,39.76,5.139,0,0
02-01-18 19:00,54.96,38.8,4.862,0,0
02-01-18 20:00,51.2,36.51,4.754,0,0
02-01-18 21:00,48.82,33.77,4.674,0,0
02-01-18 22:00,45.14,30.39,4.449,0,0
02-01-18 23:00,40.09,27.04,4.304,0,0
03-01-18 00:00,42.75,24.31,4.243,0,0
03-01-18 01:00,35.02,22.68,4.19,0,0
03-01-18 02:00,28.85,21.92,4.111,0,0
03-01-18 03:00,28,21.62,3.964,0,0
03-01-18 04:00,35.02,21.97,3.762,0,0
03-01-18 05:00,44.49,23.41,3.58,0,0
03-01-18 06:00,50.65,27.31,3.463,0,0
03-01-18 07:00,67,32.17,3.441,1.8314,5.158
03-01-18 08:00,70,35.6,4.45,33.2517,48.196
03-01-18 09:00,68,36.88,6.559,119.9077,84.4522
03-01-18 10:00,55.7,36.54,8.09,196.7155,103.5901
03-01-18 11:00,53.3,36.01,9.339,223.4552,121.9935
03-01-18 12:00,52.18,34.53,10.233,198.0321,139.7988
03-01-18 13:00,50.21,33.73,10.492,107.5752,153.9041
03-01-18 14:00,52.57,34.42,10.264,48.6701,127.3984
03-01-18 15:00,54.35,35.43,9.625,16.5273,73.4533
03-01-18 16:00,59,37.01,8.49,1.2934,12.3625
03-01-18 17:00,71.46,40.18,7.871,0.0001,0.0015
03-01-18 18:00,68.86,40.56,7.801,0,0
03-01-18 19:00,64.66,39.6,7.736,0,0
03-01-18 20:00,57.71,37.27,7.52,0,0
03-01-18 21:00,53.3,34.3,7.298,0,0
03-01-18 22:00,49.7,30.82,7.046,0,0
03-01-18 23:00,44.15,27.43,6.77,0,0
04-01-18 00:00,32.5,24.58,6.448,0,0
04-01-18 01:00,23.23,23.07,6.053,0,0
04-01-18 02:00,18.22,22.38,5.921,0,0
04-01-18 03:00,17.3,22.19,5.846,0,0
04-01-18 04:00,18.39,22.27,5.745,0,0
04-01-18 05:00,33.67,23.34,5.629,0,0
04-01-18 06:00,44.39,27,5.541,0,0
04-01-18 07:00,49.78,32.1,5.363,1.3054,5.0751
04-01-18 08:00,50.25,35.34,6.165,26.8474,49.6762
04-01-18 09:00,50.8,36.81,8.085,111.9808,87.6845
04-01-18 10:00,50,36.65,9.566,182.3362,108.364
04-01-18 11:00,49.95,36.2,10.724,236.4715,114.951
04-01-18 12:00,46.85,34.54,11.499,240.2471,118.6551
04-01-18 13:00,46.5,33.65,11.769,191.0401,120.365
04-01-18 14:00,48.42,34.2,11.598,117.8771,108.5352
04-01-18 15:00,50.57,35.47,10.642,42.3769,74.2075
04-01-18 16:00,51.25,36.9,8.767,2.6953,14.4802
04-01-18 17:00,55.87,40.23,7.823,0.0001,0.0019
04-01-18 18:00,57.51,40.29,7.497,0,0
04-01-18 19:00,56.81,39.47,7.307,0,0
04-01-18 20:00,54.95,37.06,7.157,0,0
04-01-18 21:00,48.33,33.92,7.069,0,0
04-01-18 22:00,44.89,30.53,6.94,0,0
04-01-18 23:00,37.1,27.23,6.825,0,0
05-01-18 00:00,44.15,24.75,6.789,0,0
05-01-18 01:00,39.8,23.21,6.726,0,0
05-01-18 02:00,31.98,22.4,6.63,0,0
05-01-18 03:00,30.12,22.1,6.578,0,0
05-01-18 04:00,34.5,22.29,6.587,0,0
05-01-18 05:00,40.7,23.39,6.61,0,0
05-01-18 06:00,48.99,27.24,6.677,0,0
05-01-18 07:00,55.35,32.11,6.821,0.5321,4.7298
05-01-18 08:00,60.6,35.31,7.566,8.2469,49.2934
05-01-18 09:00,57.5,36.77,8.815,30.8315,111.721
05-01-18 10:00,55.35,36.8,9.836,64.5332,156.6788
05-01-18 11:00,51.54,36.42,10.642,92.7405,178.8945
05-01-18 12:00,51.53,34.96,11.249,104.7514,181.1696
05-01-18 13:00,50.21,34,11.514,92.4791,166.0964
05-01-18 14:00,52.09,34.58,11.396,58.2714,133.16
05-01-18 15:00,56.35,35.45,10.751,22.1002,79.3153
05-01-18 16:00,59.98,36.65,9.292,1.8035,14.5235
05-01-18 17:00,74.58,39.65,8.405,0.0001,0.0021
05-01-18 18:00,74.62,39.97,8.029,0,0
05-01-18 19:00,72.09,39.22,7.783,0,0
05-01-18 20:00,59.12,36.85,7.599,0,0
05-01-18 21:00,55.61,33.53,7.47,0,0
05-01-18 22:00,53.09,30.33,7.394,0,0
05-01-18 23:00,47.64,27.27,7.308,0,0
06-01-18 00:00,46.99,24.92,7.196,0,0
06-01-18 01:00,46.01,23.4,7.057,0,0
06-01-18 02:00,44.72,22.37,6.916,0,0
06-01-18 03:00,44.08,21.93,6.8,0,0
06-01-18 04:00,42.67,21.62,6.709,0,0
06-01-18 05:00,30,21.71,6.647,0,0
06-01-18 06:00,38.7,22.68,6.629,0,0
06-01-18 07:00,45,23.8,6.701,1.2981,5.765
06-01-18 08:00,44.72,24.96,7.691,13.2549,52.8235
06-01-18 09:00,46.8,26.96,8.945,39.9235,113.6603
06-01-18 10:00,50,28.04,10.045,67.4141,156.8799
06-01-18 11:00,50.22,28.4,10.961,84.2717,180.5419
06-01-18 12:00,50.22,28.21,11.567,94.2126,184.402
06-01-18 13:00,49.41,26.65,11.847,78.4815,169.2376
06-01-18 14:00,49.41,26.17,11.778,49.4138,134.4198
06-01-18 15:00,49.78,26.44,11.103,18.2031,78.6625
06-01-18 16:00,50.44,27.76,9.537,1.3707,13.8608
06-01-18 17:00,59.49,31.65,8.746,0.0001,0.0025
06-01-18 18:00,58.68,32.74,8.474,0,0
06-01-18 19:00,56.38,33.13,8.233,0,0
06-01-18 20:00,53.69,31.97,8.08,0,0
06-01-18 21:00,49.78,30.09,8.005,0,0
06-01-18 22:00,46.93,27.96,7.902,0,0
06-01-18 23:00,44.89,25.54,7.786,0,0
07-01-18 00:00,46.15,23.28,7.716,0,0
07-01-18 01:00,40,21.63,7.572,0,0
07-01-18 02:00,37.1,20.67,7.418,0,0
07-01-18 03:00,32,20.23,7.292,0,0
07-01-18 04:00,35,20.07,7.245,0,0
07-01-18 05:00,27.1,20.65,7.215,0,0
07-01-18 06:00,37.31,21.97,7.201,0,0
07-01-18 07:00,44.04,23.52,7.307,0.7557,5.6733
07-01-18 08:00,45,24.96,8.27,7.2954,51.2233
07-01-18 09:00,46.55,26.96,9.626,18.6702,110.6957
07-01-18 10:00,49.72,27.9,10.721,29.7927,156.2078
07-01-18 11:00,49.41,28.36,11.554,39.0413,182.9327
07-01-18 12:00,49.41,28.12,12.23,55.4287,195.1469
07-01-18 13:00,47.6,26.7,12.492,41.9958,175.7866
07-01-18 14:00,47.53,26.26,12.205,15.337,122.8886
07-01-18 15:00,49.41,26.49,11.376,3.3241,56.9951
07-01-18 16:00,51.68,27.71,10.432,0.2358,8.233
07-01-18 17:00,54.84,31.11,10.044,0,0.0019
07-01-18 18:00,52.76,32.41,9.879,0,0
07-01-18 19:00,52.76,32.93,9.712,0,0
07-01-18 20:00,51,31.89,9.549,0,0
07-01-18 21:00,49.41,30.17,9.419,0,0
07-01-18 22:00,45,27.87,9.347,0,0
07-01-18 23:00,41.5,25.16,9.303,0,0
08-01-18 00:00,39.36,23.07,9.234,0,0
08-01-18 01:00,28.7,21.66,9.204,0,0
08-01-18 02:00,23.69,21.06,9.191,0,0
08-01-18 03:00,20.99,20.91,9.193,0,0
08-01-18 04:00,25,21.34,9.214,0,0
08-01-18 05:00,30.88,23.22,9.173,0,0
08-01-18 06:00,45.94,28.48,9.159,0,0
08-01-18 07:00,50,34.44,9.223,0.4437,5.1336
08-01-18 08:00,52.25,39.06,9.936,5.5773,49.2572
08-01-18 09:00,52.28,40.95,11.117,18.8195,111.9253
08-01-18 10:00,52.22,40.86,12.096,36.8179,162.1129
08-01-18 11:00,52.21,40.76,12.799,43.9046,187.9356
08-01-18 12:00,51.86,38.97,13.167,37.3243,188.1896
08-01-18 13:00,51.86,38.77,13.236,26.392,166.3823
08-01-18 14:00,53,39.97,12.94,11.6376,116.9007
08-01-18 15:00,53,40.65,12.251,3.0972,56.3611
08-01-18 16:00,52.94,41.9,11.418,0.3057,9.2672
08-01-18 17:00,55.78,44.01,11.046,0.0001,0.0039
08-01-18 18:00,55.81,43.51,10.943,0,0
08-01-18 19:00,53.9,42.21,10.896,0,0
08-01-18 20:00,53.29,39.96,10.844,0,0
08-01-18 21:00,51.79,37.05,10.785,0,0
08-01-18 22:00,47,33.28,10.74,0,0
08-01-18 23:00,45.19,30.02,10.696,0,0
09-01-18 00:00,39.17,27.51,10.624,0,0
09-01-18 01:00,36.4,25.89,10.542,0,0
09-01-18 02:00,35.9,25.24,10.415,0,0
09-01-18 03:00,34,25.07,10.243,0,0
09-01-18 04:00,35.35,25.18,10.043,0,0
09-01-18 05:00,38.76,26.67,9.849,0,0
09-01-18 06:00,49,31.66,9.671,0,0
09-01-18 07:00,55.9,37.9,9.548,0.1046,3.3485
09-01-18 08:00,62.36,42.29,9.986,1.5495,35.7146
09-01-18 09:00,68.75,44.06,10.875,6.223,90.8721
09-01-18 10:00,62.47,43.9,11.573,12.3293,137.1433
09-01-18 11:00,63.14,43.71,12.144,18.1753,167.9819
09-01-18 12:00,59.39,41.41,12.456,19.2572,173.2347
09-01-18 13:00,59.39,41.04,12.473,15.785,154.6339
09-01-18 14:00,62.36,42.02,12.194,9.8812,116.1655
09-01-18 15:00,70.3,42.8,11.429,3.4879,60.7356
09-01-18 16:00,68.81,43.85,10.148,0.4061,10.8885
09-01-18 17:00,74.46,45.83,9.361,0.0002,0.0055
09-01-18 18:00,75.79,45.26,8.999,0,0
09-01-18 19:00,70.75,43.89,8.674,0,0
09-01-18 20:00,61.84,41.26,8.348,0,0
09-01-18 21:00,55.14,38.09,7.986,0,0
09-01-18 22:00,49,34.11,7.632,0,0
09-01-18 23:00,45.98,30.62,7.327,0,0
10-01-18 00:00,43.32,27.81,7.048,0,0
10-01-18 01:00,38,26.18,6.849,0,0
10-01-18 02:00,36.42,25.66,6.645,0,0
10-01-18 03:00,36,25.39,6.466,0,0
10-01-18 04:00,35.9,25.42,6.308,0,0
10-01-18 05:00,40.43,26.86,6.114,0,0
10-01-18 06:00,47.01,31.69,5.933,0,0
10-01-18 07:00,51.79,37.76,5.823,0.129,3.2354
10-01-18 08:00,57.17,42.12,6.457,5.9141,49.6981
10-01-18 09:00,59.75,43.87,7.841,32.4879,117.0583
10-01-18 10:00,56.36,43.75,8.909,77.0214,160.9267
10-01-18 11:00,53.79,43.18,9.82,114.1063,179.7185
10-01-18 12:00,51.86,40.88,10.413,131.1624,179.7344
10-01-18 13:00,51.75,40.36,10.635,116.3868,165.2516
10-01-18 14:00,52.33,41.61,10.499,77.1303,135.5315
10-01-18 15:00,54.75,42.88,9.804,26.6657,84.6031
10-01-18 16:00,58.44,43.84,8.32,1.8323,16.7454
10-01-18 17:00,65.92,46.04,7.545,0,0.0024
10-01-18 18:00,63.5,45.27,7.218,0,0
10-01-18 19:00,61.2,43.75,6.895,0,0
10-01-18 20:00,57.73,41.24,6.61,0,0
10-01-18 21:00,55.02,37.93,6.328,0,0
10-01-18 22:00,50.03,33.97,6.102,0,0
10-01-18 23:00,45.5,30.63,5.907,0,0
11-01-18 00:00,43.32,27.92,5.713,0,0
11-01-18 01:00,39,26.15,5.516,0,0
11-01-18 02:00,38,25.51,5.379,0,0
11-01-18 03:00,38.2,25.4,5.31,0,0
11-01-18 04:00,37.8,25.47,5.304,0,0
11-01-18 05:00,40.71,26.94,5.283,0,0
11-01-18 06:00,49,31.76,5.254,0,0
11-01-18 07:00,55.21,37.87,5.254,0.5359,5.7109
11-01-18 08:00,61.66,42.5,5.925,7.5307,53.3747
11-01-18 09:00,60.39,44.1,7.06,27.8834,118.1418
11-01-18 10:00,57.98,43.72,8.077,60.5642,166.4127
11-01-18 11:00,56.9,43.32,8.827,84.669,191.1369
11-01-18 12:00,54.61,41.13,9.314,82.1179,196.2153
11-01-18 13:00,54.83,40.64,9.487,56.7107,179.482
11-01-18 14:00,54.74,41.89,9.344,26.9004,135.9903
11-01-18 15:00,61.81,42.83,8.755,8.3325,74.0911
11-01-18 16:00,65.36,43.74,7.565,0.6142,12.8249
11-01-18 17:00,74.5,45.64,6.956,0,0.0021
11-01-18 18:00,75.16,45.46,6.744,0,0
11-01-18 19:00,71.41,44.07,6.533,0,0
11-01-18 20:00,59.3,41.36,6.305,0,0
11-01-18 21:00,53.49,37.96,6.069,0,0
11-01-18 22:00,50.3,33.91,5.879,0,0
11-01-18 23:00,44.69,30.68,5.757,0,0
12-01-18 00:00,47.19,28.2,5.619,0,0
12-01-18 01:00,43.91,26.6,5.485,0,0
12-01-18 02:00,43.21,25.99,5.332,0,0
12-01-18 03:00,39.12,25.85,5.146,0,0
12-01-18 04:00,39.03,25.95,4.996,0,0
12-01-18 05:00,41.82,27.2,4.814,0,0
12-01-18 06:00,49,31.98,4.687,0,0
12-01-18 07:00,52.96,38.26,4.634,0.1922,4.1731
12-01-18 08:00,57.54,42.96,5.258,4.4555,48.134
12-01-18 09:00,58.47,44.59,6.54,20.9996,114.7762
12-01-18 10:00,56.92,44.25,7.638,49.9572,166.1227
12-01-18 11:00,54.62,43.73,8.556,76.2413,192.3393
12-01-18 12:00,53.4,41.41,9.107,83.3326,196.1634
12-01-18 13:00,52.75,40.77,9.321,72.7804,179.8333
12-01-18 14:00,54.68,41.64,9.217,47.4366,143.0579
12-01-18 15:00,55.38,42.41,8.608,17.802,84.8874
12-01-18 16:00,55.75,43.34,7.315,1.5402,17.0991
12-01-18 17:00,58.08,45.83,6.525,0.0001,0.0053
12-01-18 18:00,58.67,45.54,6.165,0,0
12-01-18 19:00,58.04,44.05,5.868,0,0
12-01-18 20:00,55.8,41.34,5.538,0,0
12-01-18 21:00,54.03,37.67,5.179,0,0
12-01-18 22:00,49.49,33.75,4.8,0,0
12-01-18 23:00,45.01,30.62,4.541,0,0
13-01-18 00:00,44.59,28.03,4.338,0,0
13-01-18 01:00,42.25,26.19,4.218,0,0
13-01-18 02:00,36.11,25.22,4.154,0,0
13-01-18 03:00,33.8,24.94,4.127,0,0
13-01-18 04:00,32.55,24.81,4.062,0,0
13-01-18 05:00,32.55,25.33,3.839,0,0
13-01-18 06:00,43.56,27.91,3.639,0,0
13-01-18 07:00,52.1,31.48,3.517,0.8055,5.9801
13-01-18 08:00,52.93,34.02,4.472,22.966,57.9858
13-01-18 09:00,53.29,35.65,6.241,96.8007,102.5956
13-01-18 10:00,52.51,35.46,7.82,189.8397,115.901
13-01-18 11:00,47.73,34.62,8.99,252.6371,118.108
13-01-18 12:00,44.7,32.88,9.676,265.8028,117.4281
13-01-18 13:00,43.78,31.48,9.925,231.3869,112.8342
13-01-18 14:00,45,31.54,9.791,155.039,102.765
13-01-18 15:00,48.73,32.09,9.058,61.6923,77.1371
13-01-18 16:00,54.13,33.47,7.293,5.4832,20.4019
13-01-18 17:00,63.35,37.21,6.31,0.0008,0.0104
13-01-18 18:00,63.36,38.61,5.811,0,0
13-01-18 19:00,60.01,38.57,5.242,0,0
13-01-18 20:00,56.85,36.38,4.681,0,0
13-01-18 21:00,54.76,33.58,4.205,0,0
13-01-18 22:00,50.66,30.72,3.81,0,0
13-01-18 23:00,46.06,28.14,3.517,0,0
14-01-18 00:00,43.37,25.87,3.292,0,0
14-01-18 01:00,36.07,24.09,3.155,0,0
14-01-18 02:00,35.02,23.04,3.061,0,0
14-01-18 03:00,33.18,22.76,2.98,0,0
14-01-18 04:00,32.81,22.53,2.927,0,0
14-01-18 05:00,32.55,22.81,2.893,0,0
14-01-18 06:00,36.1,23.91,2.879,0,0
14-01-18 07:00,43.56,25.41,2.937,0.8087,6.6002
14-01-18 08:00,45.92,27.14,3.944,13.4972,58.9394
14-01-18 09:00,47.93,29.32,5.558,50.0366,120.134
14-01-18 10:00,51.5,30.18,6.873,96.1072,159.1136
14-01-18 11:00,51.03,30.42,7.753,115.511,180.7192
14-01-18 12:00,51.03,30.2,8.292,126.7055,182.8959
14-01-18 13:00,48.53,28.49,8.513,117.8846,167.4968
14-01-18 14:00,48.91,28.25,8.412,75.2883,137.9238
14-01-18 15:00,51.1,28.7,7.811,31.0488,87.6437
14-01-18 16:00,55.73,29.71,6.092,2.9426,19.8971
14-01-18 17:00,63.5,33,5.187,0.0008,0.013
14-01-18 18:00,64.85,34.88,4.817,0,0
14-01-18 19:00,61.7,35.36,4.447,0,0
14-01-18 20:00,61.1,34.39,4.101,0,0
14-01-18 21:00,55.91,32.44,3.789,0,0
14-01-18 22:00,48.97,29.77,3.557,0,0
14-01-18 23:00,43.65,26.91,3.406,0,0
15-01-18 00:00,41.56,24.71,3.29,0,0
15-01-18 01:00,35.15,23.29,3.171,0,0
15-01-18 02:00,32.55,22.59,3.087,0,0
15-01-18 03:00,32.78,22.62,3.006,0,0
15-01-18 04:00,32.55,22.99,2.922,0,0
15-01-18 05:00,36.1,24.83,2.843,0,0
15-01-18 06:00,48.36,30.37,2.765,0,0
15-01-18 07:00,54.77,37.04,2.746,0.4555,5.8551
15-01-18 08:00,62.36,41.61,3.528,8.3528,55.6663
15-01-18 09:00,57.31,43.32,5.02,34.8147,120.2695
15-01-18 10:00,55.98,43,6.282,84.5224,162.7441
15-01-18 11:00,54.38,42.66,7.366,141.4225,175.3838
15-01-18 12:00,52.4,40.66,8.102,158.0929,173.8296
15-01-18 13:00,52.16,40.44,8.448,142.396,160.2553
15-01-18 14:00,54.72,41.83,8.444,94.9879,134.8295
15-01-18 15:00,58.4,42.79,7.867,31.4119,88.5946
15-01-18 16:00,63.51,43.89,6.271,2.7604,20.1367
15-01-18 17:00,67.5,45.82,5.286,0.0013,0.0167
15-01-18 18:00,62.92,45.54,4.837,0,0
15-01-18 19:00,59.97,43.92,4.462,0,0
15-01-18 20:00,57.56,41.47,4.248,0,0
15-01-18 21:00,56.31,38.75,4.236,0,0
15-01-18 22:00,54.45,34.75,4.268,0,0
15-01-18 23:00,48.46,31.18,4.255,0,0
16-01-18 00:00,44.81,28.24,4.214,0,0
16-01-18 01:00,42.65,26.48,4.234,0,0
16-01-18 02:00,37,25.75,4.244,0,0
16-01-18 03:00,32.01,25.55,4.323,0,0
16-01-18 04:00,32.01,25.78,4.373,0,0
16-01-18 05:00,40,27.13,4.401,0,0
16-01-18 06:00,46.13,32.33,4.49,0,0
16-01-18 07:00,51.71,38.69,4.688,0.8342,7.2213
16-01-18 08:00,60.44,43.31,5.558,9.361,57.1519
16-01-18 09:00,61.05,44.94,6.779,36.0956,121.5086
16-01-18 10:00,59.33,44.56,7.791,79.3504,164.467
16-01-18 11:00,53.86,44.18,8.689,127.9492,180.6826
16-01-18 12:00,49.92,41.8,9.347,146.9735,179.0935
16-01-18 13:00,49.83,41.21,9.717,134.3004,164.4664
16-01-18 14:00,53.02,42.62,9.76,89.4534,136.7785
16-01-18 15:00,55.07,43.54,9.348,39.7122,89.3766
16-01-18 16:00,54.74,44.75,7.992,4.5153,22.8139
16-01-18 17:00,57.88,46.73,7.011,0.0013,0.0187
16-01-18 18:00,57.36,46.24,6.781,0,0
16-01-18 19:00,56.48,44.69,6.67,0,0
16-01-18 20:00,51.88,42.1,6.588,0,0
16-01-18 21:00,48.22,38.99,6.52,0,0
16-01-18 22:00,44.07,34.83,6.512,0,0
16-01-18 23:00,42.46,30.93,6.536,0,0
17-01-18 00:00,35.49,27.96,6.56,0,0
17-01-18 01:00,31.59,26.4,6.574,0,0
17-01-18 02:00,27.11,25.79,6.609,0,0
17-01-18 03:00,26.29,25.51,6.669,0,0
17-01-18 04:00,27.15,25.82,6.715,0,0
17-01-18 05:00,35.64,27.08,6.734,0,0
17-01-18 06:00,46.22,32.14,6.64,0,0
17-01-18 07:00,48.19,38.46,6.512,1.1629,7.523
17-01-18 08:00,51.56,43.13,6.996,22.539,61.5319
17-01-18 09:00,49.4,44.42,8.268,98.9716,106.9039
17-01-18 10:00,48.42,43.82,9.568,192.5433,120.3571
17-01-18 11:00,46.68,43.01,10.562,240.8321,128.6036
17-01-18 12:00,45.15,40.66,11.005,251.985,128.8483
17-01-18 13:00,44,39.91,10.923,231.2983,118.1261
17-01-18 14:00,46.47,41.11,10.416,172.9812,100.1175
17-01-18 15:00,47.9,42.16,9.391,82.1156,74.5138
17-01-18 16:00,51.12,43.58,7.47,9.9443,23.9356
17-01-18 17:00,58.32,46.01,6.014,0.0031,0.0254
17-01-18 18:00,56.13,45.81,5.355,0,0
17-01-18 19:00,54.92,44.1,4.662,0,0
17-01-18 20:00,49.8,41.44,4.078,0,0
17-01-18 21:00,48.13,38.23,3.645,0,0
17-01-18 22:00,44.48,34.3,3.304,0,0
17-01-18 23:00,42.38,30.38,2.962,0,0
18-01-18 00:00,43.21,28.21,2.648,0,0
18-01-18 01:00,39.46,26.74,2.366,0,0
18-01-18 02:00,38.35,26.05,2.143,0,0
18-01-18 03:00,36.73,25.93,1.977,0,0
18-01-18 04:00,38.37,26.09,1.825,0,0
18-01-18 05:00,43.16,27.44,1.732,0,0
18-01-18 06:00,48.44,32.29,1.671,0,0
18-01-18 07:00,54.84,38.9,1.71,5.592,9.4361
18-01-18 08:00,60.42,43.25,3.363,83.0363,42.698
18-01-18 09:00,55.98,44.48,5.963,210.1223,58.5257
18-01-18 10:00,52.07,43.81,7.829,308.6173,67.9304
18-01-18 11:00,50.22,43.05,9.255,362.4746,74.7063
18-01-18 12:00,48.16,40.69,10.011,355.0277,82.8222
18-01-18 13:00,48.06,40.02,10.26,291.3519,90.5801
18-01-18 14:00,50.73,41.39,10.086,190.5323,91.5702
18-01-18 15:00,50.98,42.43,9.195,83.0888,74.0593
18-01-18 16:00,53.44,43.76,7.184,10.2841,24.5529
18-01-18 17:00,58.75,46.18,5.955,0.0032,0.0287
18-01-18 18:00,56.13,46,5.641,0,0
18-01-18 19:00,55.05,44.35,5.549,0,0
18-01-18 20:00,52.89,41.66,5.459,0,0
18-01-18 21:00,50.89,38.57,5.329,0,0
18-01-18 22:00,48.14,34.61,5.199,0,0
18-01-18 23:00,43.76,31.07,5.12,0,0
19-01-18 00:00,43.56,28.68,5.07,0,0
19-01-18 01:00,38.32,27.21,5.15,0,0
19-01-18 02:00,33.46,26.22,5.259,0,0
19-01-18 03:00,34.3,26.17,5.324,0,0
19-01-18 04:00,33.3,26.2,5.341,0,0
19-01-18 05:00,38.33,27.73,5.398,0,0
19-01-18 06:00,44.07,32.66,5.441,0,0
19-01-18 07:00,55.92,39.07,5.576,0.5476,7.9047
19-01-18 08:00,64.59,43.57,6.495,7.7447,60.0301
19-01-18 09:00,58.62,44.77,7.894,29.1622,127.5365
19-01-18 10:00,54.52,44.27,8.997,54.6261,175.2667
19-01-18 11:00,52.96,43.51,9.915,79.6232,201.792
19-01-18 12:00,47.77,40.93,10.573,91.0675,205.0213
19-01-18 13:00,47.71,40.3,10.959,92.4884,187.5293
19-01-18 14:00,50.86,41.41,10.913,65.6451,151.7304
19-01-18 15:00,55.67,42.39,10.131,27.9158,96.1688
19-01-18 16:00,59.91,43.45,8.348,3.2836,25.0734
19-01-18 17:00,68.91,45.96,7.277,0.0004,0.0169
19-01-18 18:00,69.01,45.81,6.947,0,0
19-01-18 19:00,65.59,44.25,6.697,0,0
19-01-18 20:00,57.1,41.47,6.475,0,0
19-01-18 21:00,52.92,38.1,6.23,0,0
19-01-18 22:00,51.06,34.5,5.85,0,0
19-01-18 23:00,46.98,31,5.489,0,0
20-01-18 00:00,43.47,28.16,5.218,0,0
20-01-18 01:00,42.58,26.52,5.011,0,0
20-01-18 02:00,41.72,25.77,4.83,0,0
20-01-18 03:00,41.77,25.4,4.616,0,0
20-01-18 04:00,41.31,25.16,4.385,0,0
20-01-18 05:00,41.5,25.54,4.206,0,0
20-01-18 06:00,48.37,28.33,4.084,0,0.0001
20-01-18 07:00,53.26,32.12,4.091,0.5252,7.2717
20-01-18 08:00,58.39,34.64,5.11,16.0608,66.2951
20-01-18 09:00,56.23,36.12,6.727,78.4665,122.4145
20-01-18 10:00,53.07,35.84,8.072,178.6805,137.9071
20-01-18 11:00,47.19,34.64,9.144,222.4121,149.352
20-01-18 12:00,45.48,32.8,9.714,200.5649,164.1681
20-01-18 13:00,44.75,31.31,9.866,140.4304,167.4307
20-01-18 14:00,45.57,31.28,9.695,87.0712,143.0903
20-01-18 15:00,51.74,31.92,9.004,37.4057,94.8119
20-01-18 16:00,53.64,33.26,7.252,4.1073,25.4362
20-01-18 17:00,67.7,36.96,6.051,0.0025,0.0386
20-01-18 18:00,71.71,38.32,5.449,0,0
20-01-18 19:00,69.89,38.09,4.904,0,0
20-01-18 20:00,57.38,35.54,4.592,0,0
20-01-18 21:00,53.66,33.09,4.43,0,0
20-01-18 22:00,48.6,30.39,4.432,0,0
20-01-18 23:00,45.52,27.86,4.488,0,0
21-01-18 00:00,38.75,25.88,4.547,0,0
21-01-18 01:00,34.99,24.15,4.603,0,0
21-01-18 02:00,30,23.06,4.61,0,0
21-01-18 03:00,27.71,22.58,4.731,0,0
21-01-18 04:00,25.56,22.39,4.895,0,0
21-01-18 05:00,27.68,22.73,4.976,0,0
21-01-18 06:00,28.47,23.87,4.928,0,0.0001
21-01-18 07:00,32.56,25.24,4.998,0.8791,8.7736
21-01-18 08:00,36.13,26.92,6.118,19.8826,66.7939
21-01-18 09:00,44,28.87,7.935,89.8551,117.5222
