timestamps,prices,consumption,temperature,radiation_direct_horizontal,radiation_diffuse_horizontal
19-10-18 08:00,105.15,40.15,15.129,24.7933,50.4726
19-10-18 09:00,88.52,40.43,17.32,134.3526,93.5917
19-10-18 10:00,81.47,39.79,19.554,278.4113,102.5371
19-10-18 11:00,77.31,39.14,21.306,408.4527,99.6007
19-10-18 12:00,71.9,36.88,22.397,475.5526,100.7325
19-10-18 13:00,73.04,36.49,23.052,485.3543,101.8131
19-10-18 14:00,74.79,37.37,23.327,436.3778,102.597
19-10-18 15:00,75.23,37.79,23.221,334.1987,102.5504
19-10-18 16:00,77.72,38.25,22.697,197.7683,97.3748
19-10-18 17:00,81.91,38.44,21.461,61.4231,73.045
19-10-18 18:00,91.74,39.7,18.913,3.165,12.0513
19-10-18 19:00,99.75,41.06,17.792,0,0
19-10-18 20:00,88.48,38.53,17.223,0,0
19-10-18 21:00,77.13,35.51,16.643,0,0
19-10-18 22:00,75.1,32.38,16.103,0,0
19-10-18 23:00,67.55,29.2,15.647,0,0
20-10-18 00:00,75.8,27.71,15.293,0,0
20-10-18 01:00,75.56,26.32,14.949,0,0
20-10-18 02:00,68.99,25.34,14.639,0,0
20-10-18 03:00,66.97,24.75,14.414,0,0
20-10-18 04:00,66.2,24.65,14.253,0,0
20-10-18 05:00,66.97,25.28,14.105,0,0
20-10-18 06:00,75.8,27.48,13.917,0,0
20-10-18 07:00,75.8,30.29,13.769,0.4984,2.4502
20-10-18 08:00,77.75,32,14.734,25.3118,49.1601
20-10-18 09:00,75.56,32.56,17.041,119.0846,98.7946
20-10-18 10:00,71.91,31.78,19.263,244.501,117.4449
20-10-18 11:00,65.64,30.77,20.975,343.4722,127.2862
20-10-18 12:00,62.04,29.09,22.043,396.6139,134.2665
20-10-18 13:00,57.44,27.84,22.66,405.7838,135.6224
20-10-18 14:00,57.19,27.39,22.919,369.2819,131.6047
20-10-18 15:00,58.31,27.59,22.81,282.436,125.5267
20-10-18 16:00,62.38,28.25,22.252,156.8587,114.6278
20-10-18 17:00,68.82,29.67,20.817,44.2323,76.6451
20-10-18 18:00,77.03,32.47,18.304,2.319,10.9982
20-10-18 19:00,85.72,35.1,17.319,0,0
20-10-18 20:00,78.17,33.55,16.793,0,0
20-10-18 21:00,73.53,31.06,16.3,0,0
20-10-18 22:00,68.78,28.71,15.747,0,0
20-10-18 23:00,65.83,26.45,15.21,0,0
21-10-18 00:00,66.97,24.75,14.799,0,0
21-10-18 01:00,64.93,23.32,14.453,0,0
21-10-18 02:00,62.38,22.38,14.189,0,0
21-10-18 03:00,60.2,21.94,13.919,0,0
21-10-18 04:00,58.4,21.72,13.681,0,0
21-10-18 05:00,60.4,22.07,13.371,0,0
21-10-18 06:00,62.38,23.05,13.04,0,0
21-10-18 07:00,64.9,24.07,12.741,0.2915,2.0796
21-10-18 08:00,63.7,24.9,13.531,19.1388,49.6511
21-10-18 09:00,64.93,26.08,15.845,102.1363,107.6745
21-10-18 10:00,64.48,26.54,17.965,203.5679,138.971
21-10-18 11:00,59.17,26.47,19.45,276.4276,161.3969
21-10-18 12:00,57.75,26.24,20.278,324.5707,173.1249
21-10-18 13:00,51.54,24.79,20.524,278.7305,198.4545
21-10-18 14:00,48,24.32,20.291,186.6571,214.7452
21-10-18 15:00,54.73,24.42,19.708,108.3666,197.1791
21-10-18 16:00,65.48,24.92,18.759,46.2355,146.2474
21-10-18 17:00,69.23,26.59,17.37,12.3936,72.6717
21-10-18 18:00,77.91,29.7,15.545,0.8084,8.6808
21-10-18 19:00,85.26,32.34,14.365,0,0
21-10-18 20:00,80.59,31.53,13.505,0,0
21-10-18 21:00,76.45,29.82,12.739,0,0
21-10-18 22:00,71.1,27.75,11.987,0,0
21-10-18 23:00,65.61,25.32,11.435,0,0
22-10-18 00:00,64.51,23.67,11.051,0,0
22-10-18 01:00,60.69,22.54,10.719,0,0
22-10-18 02:00,58.4,21.92,10.458,0,0
22-10-18 03:00,58.14,21.71,10.295,0,0
22-10-18 04:00,58.14,22.12,10.161,0,0
22-10-18 05:00,62.98,24.17,10.026,0,0
22-10-18 06:00,76.67,29.49,9.95,0,0
22-10-18 07:00,78.86,34.96,9.923,0.0242,0.7563
22-10-18 08:00,86.05,38.81,10.488,5.3168,41.3624
22-10-18 09:00,85.56,39.29,12.18,45.2349,119.5812
22-10-18 10:00,81.91,38.81,13.876,123.8564,168.6438
22-10-18 11:00,77.35,37.9,15.222,201.0607,192.4601
22-10-18 12:00,73.85,35.81,16.084,253.6402,201.2594
22-10-18 13:00,73.59,35.71,16.724,278.9601,196.0798
22-10-18 14:00,74.45,36.95,17.139,261.5076,182.8063
22-10-18 15:00,77.13,37.57,17.214,204.6085,161.7237
22-10-18 16:00,81.73,38.07,16.848,121.4093,129.4371
22-10-18 17:00,85.39,38.59,15.858,39.5388,76.4063
22-10-18 18:00,89.15,39.98,13.958,2.3578,9.9882
22-10-18 19:00,95.72,40.91,13.195,0,0
22-10-18 20:00,88.17,39,12.889,0,0
22-10-18 21:00,77.86,36.41,12.61,0,0
22-10-18 22:00,75.7,32.78,12.302,0,0
22-10-18 23:00,68.46,29.69,12.06,0,0
23-10-18 00:00,64.02,27.49,11.918,0,0
23-10-18 01:00,61.52,26.01,11.809,0,0
23-10-18 02:00,61.52,25.21,11.683,0,0
23-10-18 03:00,60.03,25.08,11.545,0,0
23-10-18 04:00,61,25.21,11.432,0,0
23-10-18 05:00,62.55,26.56,11.184,0,0
23-10-18 06:00,78.58,31.21,10.751,0,0
23-10-18 07:00,79.49,36.75,10.51,0.0673,1.0487
23-10-18 08:00,82.05,40.38,11.294,15.637,45.3331
23-10-18 09:00,77.39,40.78,13.439,109.0353,97.7122
23-10-18 10:00,73.49,40.08,15.503,234.9076,116.1005
23-10-18 11:00,72.78,39.57,17.233,338.0653,124.574
23-10-18 12:00,69.84,37.42,18.327,384.2346,134.4545
23-10-18 13:00,69.14,36.6,19.033,387.4852,139.1456
23-10-18 14:00,72.6,37.59,19.341,321.0381,147.9
23-10-18 15:00,73.75,38.02,19.244,218.6443,148.0764
23-10-18 16:00,74.79,38.54,18.634,113.3792,125.8154
23-10-18 17:00,76.79,39.63,17.229,37.3271,72.7312
23-10-18 18:00,80.57,41.38,14.822,2.2087,8.9188
23-10-18 19:00,87.45,42.1,13.654,0,0
23-10-18 20:00,78.21,39.96,13.003,0,0
23-10-18 21:00,76.81,36.97,12.486,0,0
23-10-18 22:00,75.77,33.43,12.101,0,0
23-10-18 23:00,65,29.93,11.852,0,0
24-10-18 00:00,64.02,27.57,11.751,0,0
24-10-18 01:00,64.02,26.25,11.697,0,0
24-10-18 02:00,64.02,25.44,11.675,0,0
24-10-18 03:00,64.02,25.27,11.635,0,0
24-10-18 04:00,63.56,25.36,11.605,0,0
24-10-18 05:00,64.16,26.72,11.567,0,0
24-10-18 06:00,77.15,31.6,11.441,0,0
24-10-18 07:00,85,37.17,11.312,0.4503,1.5081
24-10-18 08:00,88.92,40.61,12.276,37.8899,36.2307
24-10-18 09:00,81.04,40.9,15.251,179.0672,60.0401
24-10-18 10:00,76.39,39.84,17.997,328.267,66.6592
24-10-18 11:00,74.3,39.33,20.314,441.3408,71.1666
24-10-18 12:00,71.34,37.14,22.045,503.1077,74.9244
24-10-18 13:00,70.93,37.04,23.127,509.2575,77.3985
24-10-18 14:00,73.24,37.98,23.629,453.5522,80.0605
24-10-18 15:00,75.57,38.48,23.556,357.2449,77.4337
24-10-18 16:00,82.93,38.71,22.81,225.6496,70.1879
24-10-18 17:00,80.01,39.26,20.677,79.2697,53.3439
24-10-18 18:00,83.76,41.06,17.524,3.3311,7.7812
24-10-18 19:00,90.17,41.75,16.331,0,0
24-10-18 20:00,82.54,39.61,15.706,0,0
24-10-18 21:00,76.93,36.92,15.208,0,0
24-10-18 22:00,73.9,33.64,14.71,0,0
24-10-18 23:00,66.9,30.21,14.254,0,0
25-10-18 00:00,65.03,27.72,13.887,0,0
25-10-18 01:00,62.74,26.21,13.546,0,0
25-10-18 02:00,61.52,25.6,13.291,0,0
25-10-18 03:00,61.52,25.35,13.096,0,0
25-10-18 04:00,61.52,25.56,12.918,0,0
25-10-18 05:00,64.02,26.83,12.587,0,0
25-10-18 06:00,77.15,31.4,12.123,0,0
25-10-18 07:00,81.14,37.15,11.741,0.4359,1.3477
25-10-18 08:00,85.95,40.52,12.474,36.1443,34.9829
25-10-18 09:00,83.12,40.34,14.96,168.9378,62.1918
25-10-18 10:00,79.24,39.46,17.13,313.8144,70.5673
25-10-18 11:00,77.13,38.76,18.962,419.1361,77.4613
25-10-18 12:00,71.34,36.77,20.289,485.8491,79.3444
25-10-18 13:00,70.5,36.59,21.114,502.6363,77.954
25-10-18 14:00,72.24,37.56,21.476,457.3081,76.8698
25-10-18 15:00,75.44,38.2,21.356,360.9211,74.0373
25-10-18 16:00,77.44,38.79,20.73,224.2246,68.7583
25-10-18 17:00,77.44,39.63,19.261,74.2325,53.2989
25-10-18 18:00,85.48,41.39,16.468,2.7083,7.0431
25-10-18 19:00,96.27,42.03,15.439,0,0
25-10-18 20:00,82.22,39.56,14.865,0,0
25-10-18 21:00,76.52,36.63,14.402,0,0
25-10-18 22:00,73.53,33.3,14.104,0,0
25-10-18 23:00,67.73,30,13.912,0,0
26-10-18 00:00,67.65,27.96,13.834,0,0
26-10-18 01:00,64.02,26.39,13.785,0,0
26-10-18 02:00,63.07,25.55,13.715,0,0
26-10-18 03:00,62.14,25.17,13.619,0,0
26-10-18 04:00,63.49,25.42,13.521,0,0
26-10-18 05:00,64.16,26.84,13.432,0,0
26-10-18 06:00,76.59,31.59,13.337,0,0
26-10-18 07:00,79.79,37.05,13.248,0.1864,1.1699
26-10-18 08:00,85.24,40.79,13.962,11.4368,39.8468
26-10-18 09:00,84.87,41.17,15.685,62.2194,107.5342
26-10-18 10:00,79.37,40.59,17.248,155.6683,145.584
26-10-18 11:00,76.25,39.61,18.558,252.8694,158.2492
26-10-18 12:00,68.37,37.46,19.54,317.4563,161.1456
26-10-18 13:00,68.2,37.19,20.123,313.5802,167.7596
26-10-18 14:00,72.71,38.03,20.337,267.3199,167.933
26-10-18 15:00,72.39,38.24,20.175,183.1324,158.7685
26-10-18 16:00,76.53,38.81,19.628,94.2503,128.6528
26-10-18 17:00,77.53,39.25,18.535,21.4518,68.9702
26-10-18 18:00,79.08,40.82,16.806,0.5194,5.2495
26-10-18 19:00,87.73,41.24,16.023,0,0
26-10-18 20:00,77.92,38.79,15.57,0,0
26-10-18 21:00,70.85,35.8,15.168,0,0
26-10-18 22:00,68.64,32.65,14.837,0,0
26-10-18 23:00,64.02,29.61,14.654,0,0
27-10-18 00:00,67.35,27.44,14.56,0,0
27-10-18 01:00,64.51,25.94,14.526,0,0
27-10-18 02:00,61.65,24.86,14.524,0,0
27-10-18 03:00,59.8,24.27,14.509,0,0
27-10-18 04:00,57.15,24.38,14.517,0,0
27-10-18 05:00,61.15,24.92,14.556,0,0
27-10-18 06:00,63.07,26.92,14.568,0,0
27-10-18 07:00,68,30.06,14.598,0.1531,1.0709
27-10-18 08:00,68.13,31.59,15.224,7.967,38.7828
27-10-18 09:00,69.83,32.61,16.423,32.6028,111.8665
27-10-18 10:00,67.18,32.23,17.506,77.114,174.5689
27-10-18 11:00,64.85,31.49,18.385,110.8069,216.6958
27-10-18 12:00,63.4,29.91,19.064,131.7292,240.7109
27-10-18 13:00,56.56,28.72,19.448,130.6765,246.0631
27-10-18 14:00,54.12,28.27,19.499,107.3376,232.0207
27-10-18 15:00,54.06,28.37,19.243,70.1174,196.3525
27-10-18 16:00,57.02,28.9,18.631,30.9847,136.8745
27-10-18 17:00,67.71,30.05,17.635,5.8039,57.5642
27-10-18 18:00,79.15,32.87,16.563,0.1021,2.9425
27-10-18 19:00,84.24,34.62,16.192,0,0
27-10-18 20:00,77,33.29,16.036,0,0
27-10-18 21:00,68.95,30.56,15.919,0,0
27-10-18 22:00,65.79,28.25,15.849,0,0
27-10-18 23:00,63.07,25.91,15.826,0,0
28-10-18 00:00,64.02,24.76,15.881,0,0
28-10-18 01:00,54.83,23.44,15.938,0,0
28-10-18 02:00,52.4,22.45,16.016,0,0
28-10-18 03:00,50.12,22.34,16.097,0,0
28-10-18 04:00,45.92,22.01,16.172,0,0
28-10-18 05:00,44,21.92,16.208,0,0
28-10-18 06:00,44.79,22.29,16.194,0,0
28-10-18 07:00,47.27,23.3,16.165,0.0295,0.6963
28-10-18 08:00,50.14,24.6,16.32,0.8167,22.7754
28-10-18 09:00,53.89,25.93,16.769,2.0378,61.8584
28-10-18 10:00,54.54,26.85,17.207,3.6779,101.5104
28-10-18 11:00,58.52,27.52,17.608,7.8527,154.7156
28-10-18 12:00,58.8,27.76,17.952,11.6132,187.472
28-10-18 13:00,58.77,27.7,18.244,15.0206,204.7984
28-10-18 14:00,56.65,26.36,18.396,13.5261,188.8489
28-10-18 15:00,56.59,25.98,18.316,9.5383,151.0433
28-10-18 16:00,57,26.28,18.004,5.2797,100.1591
28-10-18 17:00,60.51,26.91,17.443,1.8685,44.662
28-10-18 18:00,58.91,27.79,16.613,0.0916,3.1266
28-10-18 19:00,65.02,30.08,16.134,0,0
28-10-18 20:00,69.14,32.09,15.795,0,0
28-10-18 21:00,66.03,31.38,15.566,0,0
28-10-18 22:00,64.02,29.63,15.43,0,0
28-10-18 23:00,64,27.56,15.337,0,0
28-10-18 00:00,60,24.86,15.293,0,0
29-10-18 00:00,51.75,23.52,15.311,0,0
29-10-18 01:00,48,22.38,15.312,0,0
29-10-18 02:00,42.92,21.82,15.315,0,0
29-10-18 03:00,36.33,21.62,15.409,0,0
29-10-18 04:00,36.66,22.23,15.495,0,0
29-10-18 05:00,47.62,24.18,15.617,0,0
29-10-18 06:00,60.22,29.24,15.721,0.0041,0.2642
29-10-18 07:00,73.37,34.82,15.977,0.4298,17.7699
29-10-18 08:00,77.32,38.97,16.524,2.4722,67.4476
29-10-18 09:00,79.22,40.05,17.281,7.2535,129.7035
29-10-18 10:00,76.76,39.77,18.155,13.1004,181.2866
29-10-18 11:00,72.51,39.56,18.883,14.6052,203.2543
29-10-18 12:00,70.57,37.66,19.122,9.6021,182.0909
29-10-18 13:00,70.45,37.54,19.106,6.3936,153.2945
29-10-18 14:00,70.84,38.75,18.995,3.77,113.8201
29-10-18 15:00,74.89,39.56,18.762,1.8605,70.7761
29-10-18 16:00,75.41,40.05,18.321,0.4931,26.462
29-10-18 17:00,89.07,39.93,17.72,0.019,1.4301
29-10-18 18:00,110.67,40.95,17.006,0,0
29-10-18 19:00,105.68,41.07,15.91,0,0
29-10-18 20:00,79.71,38.93,14.641,0,0
29-10-18 21:00,69.99,35.76,13.582,0,0
29-10-18 22:00,65.95,32.25,12.96,0,0
29-10-18 23:00,59.62,29.33,12.509,0,0
30-10-18 00:00,57.59,26.99,12.127,0,0
30-10-18 01:00,54.37,25.59,11.897,0,0
30-10-18 02:00,49.68,24.95,11.75,0,0
30-10-18 03:00,49.37,24.68,11.654,0,0
30-10-18 04:00,49.7,25,11.541,0,0
30-10-18 05:00,56.12,26.41,11.392,0,0
30-10-18 06:00,73.52,30.75,11.246,0.0591,0.5901
30-10-18 07:00,82.37,36.34,11.535,4.9007,31.1393
30-10-18 08:00,88.22,39.93,12.325,24.9552,101.2078
30-10-18 09:00,83.77,40.57,13.088,59.5244,163.6862
30-10-18 10:00,75.07,40.18,13.782,92.9121,205.5104
30-10-18 11:00,70.24,39.84,14.455,142.218,222.4172
30-10-18 12:00,64.1,37.83,15.122,221.6473,200.3961
30-10-18 13:00,63.59,37.62,15.621,287.4369,152.2715
30-10-18 14:00,67.01,38.64,15.723,251.363,121.4565
30-10-18 15:00,78.24,39.26,15.376,150.4979,98.6839
30-10-18 16:00,86.33,40.17,14.164,37.8386,60.4101
30-10-18 17:00,78.81,40.36,12.083,0.7472,4.0565
30-10-18 18:00,100.52,41.65,11.396,0,0
30-10-18 19:00,98.56,41.79,10.967,0,0
30-10-18 20:00,78.25,39.31,10.606,0,0
30-10-18 21:00,73.95,36.11,10.328,0,0
30-10-18 22:00,70.65,32.65,10.136,0,0
30-10-18 23:00,65.46,29.43,9.998,0,0
31-10-18 00:00,65.55,27.5,9.851,0,0
31-10-18 01:00,60.77,25.94,9.699,0,0
31-10-18 02:00,60.14,24.8,9.545,0,0
31-10-18 03:00,60.15,24.61,9.471,0,0
31-10-18 04:00,60.12,24.79,9.446,0,0
31-10-18 05:00,61.11,26.65,9.37,0,0
31-10-18 06:00,68.68,31.37,9.275,0.0808,0.5637
31-10-18 07:00,77.76,36.98,9.787,11.149,33.6467
31-10-18 08:00,85.15,40.48,11.702,61.7984,100.0039
31-10-18 09:00,82.36,40.99,13.495,145.6521,142.1692
31-10-18 10:00,76.44,40.24,14.963,214.4541,168.2782
31-10-18 11:00,76.49,39.76,15.837,226.9396,194.0131
31-10-18 12:00,73.07,37.73,16.275,190.2239,213.8804
31-10-18 13:00,72.21,37.69,16.373,130.5038,213.9169
31-10-18 14:00,69.03,38.76,16.201,71.8888,184.3712
31-10-18 15:00,71.27,39.44,15.749,29.377,126.4981
31-10-18 16:00,80.49,40.46,14.765,5.7827,51.5814
31-10-18 17:00,83.47,40.63,13.407,0.08,1.9669
31-10-18 18:00,92.76,41.73,13.049,0,0
31-10-18 19:00,86.38,41.97,12.875,0,0
31-10-18 20:00,75.93,39.09,12.757,0,0
31-10-18 21:00,66.82,36.08,12.645,0,0
31-10-18 22:00,65.97,32.67,12.55,0,0
31-10-18 23:00,60.53,29.25,12.607,0,0
01-11-18 00:00,58,25.98,12.722,0,0
01-11-18 01:00,55.04,24.36,12.81,0,0
01-11-18 02:00,49.62,23.45,12.918,0,0
01-11-18 03:00,49.25,22.93,13.038,0,0
01-11-18 04:00,50.01,22.42,13.167,0,0
01-11-18 05:00,56.07,22.56,13.312,0,0
01-11-18 06:00,60.14,22.77,13.473,0.0024,0.1556
01-11-18 07:00,62.31,23.26,13.75,0.1755,10.1669
01-11-18 08:00,62.52,24.74,14.32,1.2123,47.4905
01-11-18 09:00,63.88,25.9,14.976,3.8595,99.6647
01-11-18 10:00,64.31,26.53,15.623,8.3885,150.9301
01-11-18 11:00,61.56,26.71,16.212,17.2182,200.5743
01-11-18 12:00,62.97,26.59,16.719,28.4501,227.3855
01-11-18 13:00,61.57,25.38,17.051,36.0361,223.3837
01-11-18 14:00,61.6,25.13,17.122,30.6883,186.389
01-11-18 15:00,61.59,25.35,16.856,17.5725,127.0235
01-11-18 16:00,61.87,26.09,15.932,4.1779,51.205
01-11-18 17:00,65.11,29.29,14.628,0.0873,2.1765
01-11-18 18:00,70.02,31.09,14.121,0,0
01-11-18 19:00,70.52,31.98,13.772,0,0
01-11-18 20:00,65.11,31.09,13.505,0,0
01-11-18 21:00,62.22,29.33,13.343,0,0
01-11-18 22:00,61.4,27.1,13.244,0,0
01-11-18 23:00,59.11,24.65,13.117,0,0
02-11-18 00:00,56.86,24.55,13.026,0,0
02-11-18 01:00,54.24,23.23,12.984,0,0
02-11-18 02:00,49.12,22.49,12.989,0,0
02-11-18 03:00,47.7,22.1,12.973,0,0
02-11-18 04:00,48.1,22.38,12.943,0,0
02-11-18 05:00,51.15,23.75,12.855,0,0
02-11-18 06:00,60.18,27.29,12.732,0.0011,0.0934
02-11-18 07:00,67.36,30.28,12.83,0.176,10.7424
02-11-18 08:00,73.88,33.68,13.602,1.2752,50.9315
02-11-18 09:00,73.09,34.59,14.4,3.1751,96.8137
02-11-18 10:00,70.73,34.39,14.988,5.0844,133.6882
02-11-18 11:00,69.7,34.12,15.478,6.9128,160.4707
02-11-18 12:00,68.4,32.99,15.835,7.6062,168.0018
02-11-18 13:00,67.2,32.35,15.977,6.452,151.6785
02-11-18 14:00,67.77,32.94,15.896,4.3983,118.0596
02-11-18 15:00,68,33.58,15.553,2.467,76.441
02-11-18 16:00,73.42,34.61,14.911,0.9,32.4408
02-11-18 17:00,84.01,37.7,14.082,0.0245,1.2843
02-11-18 18:00,87.19,38.18,13.812,0,0
02-11-18 19:00,81.65,37.35,13.656,0,0
02-11-18 20:00,72.84,35.46,13.557,0,0
02-11-18 21:00,67.72,32.77,13.471,0,0
02-11-18 22:00,65.82,29.84,13.405,0,0
02-11-18 23:00,62.27,27.2,13.325,0,0
03-11-18 00:00,64.03,25.32,13.286,0,0
03-11-18 01:00,56.27,24.02,13.22,0,0
03-11-18 02:00,54.94,22.89,13.121,0,0
03-11-18 03:00,52.12,22.66,13.066,0,0
03-11-18 04:00,50.1,22.64,13.002,0,0
03-11-18 05:00,52.61,23.64,12.922,0,0
03-11-18 06:00,54.24,25.96,12.881,0.002,0.1108
03-11-18 07:00,57,28.25,13.119,0.496,15.4326
03-11-18 08:00,61.52,30.72,14.201,4.1368,71.3691
03-11-18 09:00,65.03,31.53,15.243,12.0445,135.0927
03-11-18 10:00,64.03,31.26,16.17,24.2604,191.4571
03-11-18 11:00,62.27,30.58,16.987,34.2325,224.1998
03-11-18 12:00,61.52,29.35,17.616,37.9535,231.092
03-11-18 13:00,58.45,28.25,17.989,39.9675,219.3474
03-11-18 14:00,54.88,28.08,18.041,31.9064,181.133
03-11-18 15:00,57,28.51,17.685,17.2414,121.5056
03-11-18 16:00,61.41,29.73,16.663,3.8303,47.0028
03-11-18 17:00,70,32.83,15.403,0.0577,1.5228
03-11-18 18:00,75,34.16,14.927,0,0
03-11-18 19:00,75.56,34.42,14.598,0,0
03-11-18 20:00,69.71,32.81,14.342,0,0
03-11-18 21:00,62.32,30.52,14.156,0,0
03-11-18 22:00,61,28.01,14.076,0,0
03-11-18 23:00,58.45,25.82,14.017,0,0
04-11-18 00:00,59.23,23.89,13.909,0,0
04-11-18 01:00,51.4,22.34,13.822,0,0
04-11-18 02:00,45,21.52,13.763,0,0
04-11-18 03:00,45.11,21.08,13.687,0,0
04-11-18 04:00,44.54,20.9,13.638,0,0
04-11-18 05:00,45.68,21.28,13.608,0,0
04-11-18 06:00,48.56,22.16,13.601,0.0022,0.1151
04-11-18 07:00,46.82,22.63,13.762,0.3286,13.0483
04-11-18 08:00,46.33,24.14,14.591,2.217,58.8303
04-11-18 09:00,50.34,25.59,15.579,6.7253,117.4663
04-11-18 10:00,58.15,26.35,16.463,14.0372,172.8815
04-11-18 11:00,58.32,26.63,17.087,18.0301,199.4956
04-11-18 12:00,59.41,26.76,17.551,23.5274,216.2277
04-11-18 13:00,57.59,25.59,17.724,22.3982,202.3115
04-11-18 14:00,58.15,25.28,17.548,13.01,154.2283
04-11-18 15:00,59.85,25.65,17.042,5.6048,94.4663
04-11-18 16:00,61.09,26.49,16.008,1.2598,33.6845
04-11-18 17:00,64.02,29.48,14.889,0.0235,1.0159
04-11-18 18:00,68.26,30.77,14.465,0,0
04-11-18 19:00,69.93,31.66,14.152,0,0
04-11-18 20:00,65.42,30.76,13.892,0,0
04-11-18 21:00,60,29.05,13.669,0,0
04-11-18 22:00,59.08,27.05,13.525,0,0
04-11-18 23:00,54.99,24.47,13.391,0,0
05-11-18 00:00,48.59,23.05,13.261,0,0
05-11-18 01:00,46.61,21.81,13.173,0,0
05-11-18 02:00,44.56,21.26,13.075,0,0
05-11-18 03:00,41.92,21.02,12.951,0,0
05-11-18 04:00,41.07,21.48,12.815,0,0
05-11-18 05:00,47.01,23.62,12.702,0,0
05-11-18 06:00,60.38,29.06,12.546,0.007,0.147
05-11-18 07:00,67.64,33.96,12.729,2.9153,23.4044
05-11-18 08:00,69.42,38.59,14.093,26.7334,95.4695
05-11-18 09:00,69.2,39.93,15.194,74.4963,155.858
05-11-18 10:00,67.32,39.7,16.195,130.4717,192.1366
05-11-18 11:00,66.78,39.46,16.913,161.5129,211.8345
05-11-18 12:00,64.74,37.57,17.287,147.7624,220.665
05-11-18 13:00,65.76,37.73,17.368,117.9648,209.6225
05-11-18 14:00,67.48,39.29,17.235,82.9956,177.2533
05-11-18 15:00,70.12,39.91,16.793,35.2902,122.2274
05-11-18 16:00,71.99,40.47,15.791,6.4189,47.5744
05-11-18 17:00,79.93,42.31,14.488,0.0436,1.0184
05-11-18 18:00,83.71,41.75,14.053,0,0
05-11-18 19:00,76.95,41.14,13.724,0,0
05-11-18 20:00,69.7,39.16,13.477,0,0
05-11-18 21:00,65.74,36.2,13.249,0,0
05-11-18 22:00,62.18,32.67,13.074,0,0
05-11-18 23:00,57,29.63,12.948,0,0
06-11-18 00:00,56.63,27.06,12.871,0,0
06-11-18 01:00,55.14,25.58,12.834,0,0
06-11-18 02:00,54.06,24.87,12.818,0,0
06-11-18 03:00,54.37,24.72,12.781,0,0
06-11-18 04:00,55,24.99,12.712,0,0
06-11-18 05:00,55.94,26.37,12.622,0,0
06-11-18 06:00,63.84,30.9,12.552,0.0134,0.1563
06-11-18 07:00,67.95,35.71,12.844,5.7712,24.8075
06-11-18 08:00,70.1,39.85,14.178,36.8396,92.0792
06-11-18 09:00,67.77,40.78,15.373,101.7411,144.0499
06-11-18 10:00,64.48,40.49,16.554,176.9579,168.8538
06-11-18 11:00,63.06,40.11,17.419,228.1079,178.6215
06-11-18 12:00,60.25,38.12,17.897,225.3788,184.8149
06-11-18 13:00,61.75,37.93,18.005,184.4487,181.2438
06-11-18 14:00,63.52,39.18,17.808,122.5486,160.9402
06-11-18 15:00,65.03,40.09,17.263,54.1318,118.486
06-11-18 16:00,70.78,41.39,15.93,8.4182,47.5654
06-11-18 17:00,76.71,42.78,14.327,0.0362,0.8164
06-11-18 18:00,77.82,42.76,13.863,0,0
06-11-18 19:00,75.19,41.33,13.522,0,0
06-11-18 20:00,68.4,39.11,13.219,0,0
06-11-18 21:00,65.18,36.28,12.993,0,0
06-11-18 22:00,62.88,32.74,12.812,0,0
06-11-18 23:00,56.77,29.51,12.666,0,0
07-11-18 00:00,54.28,26.99,12.559,0,0
07-11-18 01:00,52.15,25.56,12.445,0,0
07-11-18 02:00,52.15,24.87,12.326,0,0
07-11-18 03:00,50,24.61,12.18,0,0
07-11-18 04:00,51.37,24.96,12.053,0,0
07-11-18 05:00,52.15,26.36,11.918,0,0
07-11-18 06:00,57.19,30.91,11.782,0.0045,0.0997
07-11-18 07:00,61.99,35.73,11.92,1.4059,18.044
07-11-18 08:00,66,39.86,13.181,14.9247,86.4293
07-11-18 09:00,65.75,40.51,14.366,53.1224,154.5724
07-11-18 10:00,63.84,40.03,15.25,101.0535,196.8968
07-11-18 11:00,61.85,39.74,15.884,120.851,219.6074
07-11-18 12:00,59.78,37.75,16.254,124.5619,223.5802
07-11-18 13:00,59.86,37.64,16.425,116.4718,207.2211
07-11-18 14:00,62.94,38.78,16.356,87.503,172.9722
07-11-18 15:00,65.61,39.66,15.973,42.9064,120.3635
07-11-18 16:00,68.03,41.1,14.885,7.7659,46.5867
07-11-18 17:00,82.49,43.18,13.526,0.0571,0.9191
07-11-18 18:00,75.44,42.65,13.031,0,0
07-11-18 19:00,74.3,41.4,12.612,0,0
07-11-18 20:00,65.4,38.74,12.227,0,0
07-11-18 21:00,60.06,36.01,11.917,0,0
07-11-18 22:00,57.13,32.53,11.672,0,0
07-11-18 23:00,52.75,29.24,11.474,0,0
08-11-18 00:00,48.31,26.8,11.274,0,0
08-11-18 01:00,46.47,25.43,11.082,0,0
08-11-18 02:00,45.27,24.76,10.94,0,0
08-11-18 03:00,44.33,24.52,10.78,0,0
08-11-18 04:00,45.97,24.73,10.611,0,0
08-11-18 05:00,48.1,26.17,10.394,0,0
08-11-18 06:00,57.11,30.69,10.177,0.007,0.0884
08-11-18 07:00,67,35.41,10.373,7.5625,22.4183
08-11-18 08:00,68.95,39.34,12.143,68.1352,78.7207
08-11-18 09:00,67.52,40.15,14.005,176.8535,105.424
08-11-18 10:00,66.22,39.72,15.626,277.2826,114.3987
